ALB/img_00003.jpg,377.0,66.0,353.0,107.0
ALB/img_00003.jpg,670.0,95.0,338.0,124.0
ALB/img_00003.jpg,820.0,328.0,303.0,157.0
ALB/img_00003.jpg,291.0,122.0,352.0,285.0
ALB/img_00010.jpg,651.0,422.0,95.0,190.0
ALB/img_00010.jpg,831.0,305.0,112.0,113.0
ALB/img_00012.jpg,471.0,513.0,156.0,190.0
ALB/img_00015.jpg,233.0,341.0,211.0,94.0
ALB/img_00019.jpg,155.0,393.0,138.0,75.0
ALB/img_00020.jpg,586.0,537.0,124.0,182.0
ALB/img_00020.jpg,690.0,454.0,157.0,233.0
ALB/img_00020.jpg,614.0,377.0,142.0,107.0
ALB/img_00020.jpg,724.0,360.0,92.0,177.0
ALB/img_00020.jpg,630.0,327.0,126.0,111.0
ALB/img_00029.jpg,607.0,343.0,99.0,181.0
ALB/img_00029.jpg,693.0,331.0,80.0,154.0
ALB/img_00032.jpg,520.0,513.0,107.0,55.0
ALB/img_00037.jpg,291.0,278.0,92.0,158.0
ALB/img_00038.jpg,745.0,254.0,86.0,147.0
ALB/img_00039.jpg,393.0,115.0,260.0,105.0
ALB/img_00041.jpg,774.0,188.0,300.0,184.0
ALB/img_00041.jpg,562.0,84.0,328.0,109.0
ALB/img_00043.jpg,556.0,373.0,56.0,147.0
ALB/img_00045.jpg,725.0,432.0,113.0,93.0
ALB/img_00055.jpg,189.0,382.0,186.0,87.0
ALB/img_00057.jpg,456.0,509.0,94.0,157.0
ALB/img_00074.jpg,415.0,142.0,179.0,83.0
ALB/img_00085.jpg,528.0,145.0,376.0,132.0
ALB/img_00090.jpg,373.0,69.0,363.0,107.0
ALB/img_00090.jpg,664.0,90.0,347.0,127.0
ALB/img_00090.jpg,820.0,342.0,310.0,180.0
ALB/img_00090.jpg,289.0,126.0,356.0,274.0
ALB/img_00097.jpg,459.0,371.0,87.0,159.0
ALB/img_00097.jpg,122.0,472.0,63.0,198.0
ALB/img_00097.jpg,358.0,608.0,58.0,109.0
ALB/img_00110.jpg,448.0,108.0,66.0,154.0
ALB/img_00121.jpg,461.0,368.0,104.0,145.0
ALB/img_00130.jpg,759.0,5.0,242.0,165.0
ALB/img_00134.jpg,361.0,340.0,181.0,76.0
ALB/img_00136.jpg,139.0,571.0,676.0,294.0
ALB/img_00154.jpg,298.0,397.0,138.0,97.0
ALB/img_00156.jpg,328.0,232.0,326.0,126.0
ALB/img_00163.jpg,421.0,385.0,168.0,63.0
ALB/img_00177.jpg,826.0,323.0,66.0,94.0
ALB/img_00186.jpg,893.0,196.0,259.0,152.0
ALB/img_00187.jpg,207.0,379.0,196.0,104.0
ALB/img_00188.jpg,922.0,202.0,83.0,64.0
ALB/img_00191.jpg,521.0,390.0,93.0,112.0
ALB/img_00191.jpg,106.0,442.0,90.0,218.0
ALB/img_00193.jpg,177.0,336.0,174.0,83.0
ALB/img_00197.jpg,650.0,344.0,159.0,157.0
ALB/img_00201.jpg,607.0,332.0,127.0,38.0
ALB/img_00206.jpg,224.0,60.0,150.0,148.0
ALB/img_00208.jpg,86.0,131.0,177.0,95.0
ALB/img_00208.jpg,181.0,196.0,305.0,110.0
ALB/img_00208.jpg,536.0,85.0,265.0,175.0
ALB/img_00208.jpg,662.0,74.0,333.0,161.0
